record_id,redcap_survey_identifier,vp_code,vl_name,color_vision,vorbereitende_fragen_complete,allgemeiner_fragebogen_timestamp,age,gender,edu,job,state,allgemeiner_fragebogen_complete,panas_timestamp,panas_1,panas_2,panas_3,panas_4,panas_5,panas_6,panas_7,panas_8,panas_9,panas_10,panas_11,panas_12,panas_13,panas_14,panas_15,panas_16,panas_17,panas_18,panas_19,panas_20,panas_complete,flexer_scale_timestamp,flexer_01,flexer_02,flexer_03,flexer_04,flexer_05,flexer_06,flexer_07,flexer_08,flexer_09,flexer_10,flexer_scale_complete,erq_timestamp,erq_01,erq_02,erq_03,erq_04,erq_05,erq_06,erq_07,erq_08,erq_09,erq_10,erq_complete,bfi2_timestamp,bfi2_01,bfi2_02,bfi2_03,bfi2_04,bfi2_05,bfi2_06,bfi2_07,bfi2_08,bfi2_09,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,bfi2_complete,nfc_timestamp,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nfc_07,nfc_08,nfc_09,nfc_10,nfc_11,nfc_12,nfc_13,nfc_14,nfc_15,nfc_16,nfc_complete,who5_timestamp,who5_1,who5_2,who5_3,who5_4,who5_5,who5_complete,bis_11_timestamp,bis11_01,bis11_02,bis11_03,bis11_04,bis11_05,bis11_06,bis11_07,bis11_08,bis11_09,bis11_10,bis11_11,bis11_12,bis11_13,bis11_14,bis11_15,bis11_16,bis11_17,bis11_18,bis11_19,bis11_20,bis11_21,bis11_22,bis11_23,bis11_24,bis11_25,bis11_26,bis11_27,bis11_28,bis11_29,bis11_30,bis_11_complete,bscs_timestamp,bscs_1,bscs_2,bscs_3,bscs_4,bscs_5,bscs_6,bscs_7,bscs_8,bscs_9,bscs_10,bscs_11,bscs_12,bscs_13,bscs_complete,srs_timestamp,srs_01,srs_02,srs_03,srs_04,srs_05,srs_06,srs_07,srs_08,srs_09,srs_10,srs_complete,phq9_timestamp,phq_1,phq_2,phq_3,phq_4,phq_5,phq_6,phq_7,phq_8,phq_9,phq9_complete,follow_up_icersv_timestamp,nachb_001,nachb_001_inhalt,nachb_01,nachb_01_inhalt,nachb_02,nachb_02_inhalt,nachb_03,nachb_07,nachb_07_inhalt,nachb_08,nachb_08_inhalt,nachb_08_haeufig,nachb_08_zurueck,follow_up_icersv_complete,estroop_csv,er_csv,experimentor_notes,files_icersv_complete
B12A08,,B12A08,KC,1,2,"2024-11-25 09:36:52",21,2,3,"Psychologie Studium",0,2,"2024-11-25 09:41:13",3,1,4,3,1,3,2,1,1,1,3,1,4,2,4,2,5,4,2,1,2,"2024-11-25 09:43:53",3,3,2,2,1,1,2,4,2,2,2,"2024-11-25 09:45:55",5,2,6,1,6,1,5,4,5,5,2,"2024-11-25 09:51:24",5,5,2,3,5,2,5,1,4,5,2,2,3,2,4,2,1,5,3,5,2,1,3,4,5,1,4,2,4,2,2,5,5,4,4,3,1,4,2,4,5,3,5,3,2,5,1,1,4,4,2,5,5,2,3,5,5,4,2,3,2,"2024-11-25 09:54:41"," +1"," +2"," -1",0," +3"," -2",0," +1"," -2"," +2",0," +1"," +1"," -2"," -3"," -3",2,"2024-11-25 09:55:27",4,3,3,2,4,2,"2024-11-25 09:58:57",3,2,1,1,2,3,3,4,2,4,2,4,4,2,3,1,1,2,3,2,1,2,2,1,1,3,2,1,4,4,2,"2024-11-25 10:00:31",2,4,5,2,5,2,4,2,2,4,5,4,2,2,"2024-11-25 10:02:53",3,2,3,3,3,2,3,2,3,3,2,"2024-11-25 10:04:48",1,1,1,1,0,1,1,0,0,2,"2024-11-25 11:02:37",0,,0,,1,,"War am leichtesten, an nichts anderes zu denken, sondern einfach nur neutralen Gesichtsausdruck beizubehalten",0,,0,,,,2,B12A08_2024-11-25_09h21.23.846.csv,B12A08_ER.csv,keine,2
B12L07,,B12L07,LL,1,2,"2024-12-12 09:37:47",21,2,3,Student,0,2,"2024-12-12 09:41:17",4,3,3,2,2,2,3,1,2,3,2,4,3,1,3,2,3,3,2,3,2,"2024-12-12 09:44:10",2,2,3,3,2,2,2,3,3,2,2,"2024-12-12 09:46:03",4,7,5,4,4,7,5,5,7,4,2,"2024-12-12 09:50:38",3,5,1,3,4,2,5,2,4,3,4,1,3,3,2,3,1,5,3,2,1,2,3,3,4,3,2,2,3,4,3,4,5,5,4,4,3,5,3,3,2,1,5,3,4,3,3,1,2,4,4,4,4,4,3,1,3,1,4,1,2,"2024-12-12 09:52:53"," -1"," -2"," -1"," +1"," -1"," +2",0," -1",0," +2"," +1"," +1"," -3"," -2",0," +3",2,"2024-12-12 09:53:24",1,1,1,0,1,2,"2024-12-12 09:55:35",3,3,2,1,3,3,3,1,2,3,4,3,3,4,2,1,3,3,2,2,1,2,3,1,1,3,4,3,4,2,2,"2024-12-12 09:56:44",4,3,4,3,4,2,2,4,2,3,2,3,2,2,"2024-12-12 09:57:49",3,3,2,2,3,2,2,3,2,3,2,"2024-12-12 09:58:37",2,2,0,1,0,0,1,0,0,2,"2024-12-12 10:55:52",0,,1,"Emotionen kann man nicht leicht unterdrücken.  Ablenkung war schwierig, da die Bilder sehr negativ waren, konnte man sich mit nichts ablenken.",1,,"Es fiel mir am leichtesten, meine Gefühle der außen Welt nicht sichtbar zu machen, da ich die Emotionen und Gedanken mit mir selbst ausmachen muss.",0,,0,,,,2,B12L07_2024-12-12_09h46.54.956.csv,B12L07_ER.csv,"keine Vorkommnisse",2
B14G11,,B14G11,LL,1,2,"2024-11-29 13:54:53",21,2,3,Student,0,2,"2024-11-29 13:56:23",4,2,3,2,1,3,1,2,1,2,3,2,3,1,4,2,1,4,2,2,2,"2024-11-29 13:57:38",2,2,3,2,2,3,2,3,2,2,2,"2024-11-29 13:59:03",6,3,5,2,5,2,6,5,4,6,2,"2024-11-29 14:03:05",4,4,3,2,2,4,4,3,3,4,1,3,3,3,3,2,1,3,3,5,4,3,3,4,2,1,4,4,2,1,2,4,4,4,5,3,3,4,3,4,4,3,5,2,1,4,2,3,2,1,3,4,3,2,1,4,4,1,3,3,2,"2024-11-29 14:05:02"," +1"," -2"," -1",0," +1"," +1"," -1"," -2"," -3"," -1"," -1"," -3"," -1"," -3"," -3"," -3",2,"2024-11-29 14:05:25",2,1,3,1,4,2,"2024-11-29 14:07:34",3,1,2,2,1,3,3,2,2,2,1,4,1,2,3,2,3,2,2,2,1,2,1,3,2,4,2,1,3,3,2,"2024-11-29 14:08:39",3,4,4,2,3,3,4,3,4,4,4,3,2,2,"2024-11-29 14:09:54",2,2,2,3,3,2,3,3,3,3,2,"2024-11-29 14:10:53",1,0,2,1,0,2,2,0,0,2,"2024-11-29 14:57:23",1,"Auf alle Wörter waren negative und positive Bedeutungen verteilt",0,,1,,"Mir viel es leichter die Situation in ihrer Schwere anzunehmen und mich wie ein Beobachter im Fernsehen zu fühlen als wenn ich mir neutrale Punkte zum ablenken suche, das fühlt sich anstrengender und umauthentisch an",0,,0,,,,2,B14G11_2024-11-29_14h10.39.247.csv,B14G11_ER.csv,"keine Vorkommnisse",2
B16I09,,B16I09,KC,1,2,"2024-11-22 10:29:59",23,2,3,Studentin,0,2,"2024-11-22 10:31:51",4,3,3,5,4,1,4,1,1,4,5,5,4,1,4,4,3,3,5,2,2,"2024-11-22 10:33:11",3,4,4,3,2,1,2,4,1,2,2,"2024-11-22 10:34:25",6,2,3,1,7,1,5,4,2,5,2,"2024-11-22 10:37:57",5,3,2,2,3,4,4,1,2,4,1,3,4,5,2,2,1,4,4,4,5,2,3,4,2,1,2,1,1,2,1,3,4,5,4,2,1,3,2,4,3,2,4,2,2,5,1,1,2,1,1,4,4,2,2,5,3,1,4,2,2,"2024-11-22 10:39:38"," +2"," +1"," +1"," -3"," +3"," +1"," -2"," -3"," -2"," -2"," -3",0," -2"," +1"," -3"," -3",2,"2024-11-22 10:40:04",4,1,3,1,4,2,"2024-11-22 10:42:21",4,3,1,2,1,4,3,3,3,3,1,2,2,4,4,2,3,3,4,2,2,1,1,3,1,2,4,1,2,3,2,"2024-11-22 10:43:16",4,4,5,2,4,3,2,4,4,3,4,5,4,2,"2024-11-22 10:44:07",2,2,1,3,3,1,4,2,3,3,2,"2024-11-22 10:46:20",0,1,1,2,0,2,1,2,0,2,"2024-11-22 11:35:01",0,,0,,1,,"Das Auswählen war ein Versehen, ich wollte die Strategie Unterdrücken wählen. Das Ablenken hat für mich aber in der Situation auch gut funktioniert. ",1,"Beim letzten Teil des Versuchsablaufes könnte die Frage danach, wie viel Geld man zahlen würde, um die Strategie nicht noch einmal anwenden zu können davon beeinflusst sein, als wie negativ die Bilder des Blocks empfunden wurden. ",0,,,,2,B16I09_2024-11-22_10h17.25.113.csv,B16I09_ER.csv,"VP wollte im letzten Teil eigentlich ""Unterdrücken"" wählen und hat sich aus Versehen für ""Ablenken"" entschieden, was aber auch gut funktioniert habe.",2
B19R02,,B19R02,MS,1,2,"2024-11-07 13:52:04",20,1,3,Student,0,2,"2024-11-07 13:54:36",4,2,4,3,2,3,3,2,1,4,1,2,3,2,4,3,2,3,4,1,2,"2024-11-07 13:56:44",3,2,3,4,2,2,2,3,3,3,2,"2024-11-07 13:59:11",4,5,4,1,5,4,5,5,5,6,2,"2024-11-07 14:04:52",3,3,3,4,2,3,5,4,4,5,5,3,4,1,3,4,3,2,2,5,2,1,3,3,1,2,4,3,5,3,2,4,3,2,3,4,2,3,1,4,2,2,3,5,4,3,2,3,3,3,4,4,3,1,2,2,4,3,2,3,2,"2024-11-07 14:07:51"," +1"," +2",0," -3"," +2"," +1"," -2"," +1"," +2",0," -1"," -2"," +1",0," -2"," -1",2,"2024-11-07 14:08:36",3,4,2,3,4,2,"2024-11-07 14:12:26",2,2,1,3,2,1,2,4,2,3,1,2,1,1,2,1,2,2,2,3,2,2,2,2,1,3,4,1,2,1,2,"2024-11-07 14:13:47",4,3,3,1,4,4,4,2,4,3,3,3,4,2,"2024-11-07 14:15:13",4,3,3,4,2,3,3,2,2,2,2,"2024-11-07 14:16:25",0,0,0,1,0,0,1,0,0,2,"2024-11-07 15:14:38",1,"Unterschiedlich konnotierte Begriffe (negative, neutrale, positive)",0,,1,,"Aus Versehen, wollte eigentlich Strategie ""distanzieren"" wählen",0,,1,"Zwei der Persönlichkeitstests",1,0.3,2,B19R02_2024-11-07_13h47.48.736.csv,B19R02_ER.csv,"Toilettenpause zwischen Estroop und ER Training",2
B19R11,,B19R11,KC,1,2,"2024-11-08 08:42:11",19,2,3,Student,0,2,"2024-11-08 08:44:17",2,4,4,3,2,3,3,4,2,4,4,2,3,3,4,4,3,4,4,4,2,"2024-11-08 08:46:30",2,2,3,2,1,2,2,3,1,2,2,"2024-11-08 08:48:15",6,6,5,2,6,5,5,4,6,6,2,"2024-11-08 08:52:16",2,4,4,3,2,2,5,3,4,3,3,2,4,3,2,4,1,3,4,4,2,1,3,3,4,4,4,2,3,4,4,4,3,5,4,4,2,3,4,3,2,3,4,3,3,3,2,4,2,2,4,4,4,3,3,2,4,2,3,2,2,"2024-11-08 08:54:11"," +1"," +1"," -1"," +1"," +2",0," -1",0," +1"," +2"," -1",0," -2"," -1"," -2"," -1",2,"2024-11-08 08:54:42",4,2,2,4,4,2,"2024-11-08 08:57:34",3,1,2,1,2,3,3,2,3,2,1,2,3,2,2,1,2,3,2,2,1,2,1,1,1,3,3,1,4,3,2,"2024-11-08 08:58:32",3,4,4,3,4,3,4,3,3,3,4,4,1,2,"2024-11-08 08:59:27",4,3,2,3,2,3,2,3,2,3,2,"2024-11-08 09:00:20",1,1,0,1,1,2,1,0,0,2,"2024-11-08 09:53:04",0,,0,,1,,"Weil ich das Gefühl hatte das die <Strategie bei mir am wirksamsten war",0,,0,,,,2,B19R11_2024-11-08_08h14.50.699.csv,B19R11_ER.csv,keine,2
B21I01,,B21I01,LL,1,2,"2024-11-13 15:23:59",23,2,3,Studentin,0,2,"2024-11-13 15:27:57",4,2,3,3,2,3,1,1,1,2,3,2,3,1,1,2,3,3,3,2,2,"2024-11-13 15:30:21",3,4,2,2,2,2,2,4,2,2,2,"2024-11-13 15:32:34",3,6,5,1,7,6,7,6,6,7,2,"2024-11-13 15:38:17",2,4,2,4,1,3,5,3,4,4,3,2,3,3,5,4,1,4,1,5,2,2,3,3,3,2,3,3,4,2,4,4,5,3,5,3,1,2,3,5,3,3,4,3,2,2,2,2,3,2,3,5,3,3,2,3,3,3,2,4,2,"2024-11-13 15:41:21"," +2"," +2"," +1"," -3"," +3"," +1"," -2"," -1"," +3"," -1"," -3"," +1"," +2"," +1"," -3"," -3",2,"2024-11-13 15:41:59",3,3,1,1,1,2,"2024-11-13 15:45:21",3,2,1,2,2,3,2,3,1,4,2,4,4,1,3,2,1,2,2,3,2,2,3,3,1,3,3,2,4,2,2,"2024-11-13 15:46:28",3,4,3,1,3,4,5,3,3,5,3,2,1,2,"2024-11-13 15:47:51",4,2,3,4,2,2,4,2,3,3,2,"2024-11-13 15:48:43",1,1,1,1,1,1,2,0,0,2,"2024-11-13 16:39:12",0,,0,,1,,"Die Strategie hat für mich am besten funktioniert.",0,,0,,,,2,B21I01_2024-11-13_15h23.05.152.csv,B21I01_ER.csv,"keine Vorkommnisse",2
B23N11,,B23N11,LL,1,2,"2025-01-14 11:00:33",26,2,3,Studentin,0,2,"2025-01-14 11:02:05",3,2,3,4,4,3,2,1,2,3,4,2,4,1,4,4,3,2,2,2,2,"2025-01-14 11:03:42",3,3,3,2,2,2,2,3,2,2,2,"2025-01-14 11:05:10",6,2,5,1,3,2,5,5,6,5,2,"2025-01-14 11:09:23",3,4,5,2,2,4,4,5,3,4,4,4,2,4,4,3,1,1,4,4,3,2,4,3,4,2,2,4,2,2,4,2,4,4,4,2,3,2,3,2,2,4,4,2,2,5,1,4,2,2,2,4,2,2,4,4,3,2,4,2,2,"2025-01-14 11:11:08"," -2"," -2"," -1"," +1"," +2"," -2"," -1"," +2"," -1"," +3",0," -1"," -2"," -2"," -1"," +1",2,"2025-01-14 11:11:41",2,3,2,1,1,2,"2025-01-14 11:14:12",2,2,1,2,3,3,3,3,2,2,1,2,2,3,2,2,2,3,2,2,1,3,3,2,3,4,1,2,3,4,2,"2025-01-14 11:15:19",2,4,2,3,2,3,5,1,2,4,4,3,4,2,"2025-01-14 11:16:19",2,2,1,2,3,2,3,2,2,2,2,"2025-01-14 11:17:15",1,0,1,1,0,0,1,0,0,2,"2025-01-14 12:03:54",0,,0,,1,,"Weil ich sie vorher am effektivsten fand. Beim letzten hat sie dann irgendwie nicht  mehr so gut funktioniert ",0,,0,,,,2,B23N11_2025-01-14_11h13.32.736.csv,B23N11_ER.csv,"keine Vorkommnisse",2
B24R07,,B24R07,KC,1,2,"2024-10-29 12:03:13",22,2,3,Studentin,0,2,"2024-10-29 12:08:29",3,2,5,4,3,2,2,1,1,3,3,2,4,2,3,3,3,4,4,2,2,"2024-10-29 12:11:52",2,3,3,3,2,1,2,3,1,2,2,"2024-10-29 12:15:18",5,4,3,2,3,6,5,3,6,4,2,"2024-10-29 12:22:03",3,5,2,2,4,2,5,3,2,3,2,1,3,4,3,4,1,4,3,3,2,2,3,2,3,2,4,3,3,2,4,4,4,5,3,4,2,3,3,4,3,2,4,3,3,4,2,2,1,3,4,4,3,2,3,3,4,2,3,2,2,"2024-10-29 12:26:54"," +1"," -1"," -2"," -2"," +3"," +1",0," +1"," -2"," +2"," -1"," +1"," -2"," -1"," -2"," -2",2,"2024-10-29 12:28:04",4,2,2,3,4,2,"2024-10-29 12:32:38",3,1,2,2,1,2,4,3,2,4,1,3,3,1,2,2,1,2,2,2,1,2,2,1,1,3,3,2,4,2,2,"2024-10-29 12:35:00",3,4,4,2,3,2,5,2,3,3,3,4,2,2,"2024-10-29 12:36:33",3,2,3,3,4,3,4,2,2,3,2,"2024-10-29 12:37:47",1,1,1,2,0,1,1,0,0,2,"2024-10-29 13:34:51",1,"Oft verbindet man mit rot etwas Schlechtes und mit grün Gutes. Manchmal waren die guten Wörter aber rot markiert und andersrum.",0,,1,,"Da ich mich dort am besten von den Bildern distanzieren konnte/Emotionen regulieren konnte.",0,,0,,,,2,B24R07_2024-10-29_12h29.28.398.csv,B24R07_ER.csv,"keine Besonderheiten",2
B24T12,,B24T12,LL,1,2,"2025-01-06 13:04:09",22,1,3,"Student ",0,2,"2025-01-06 13:05:44",5,2,4,4,2,4,1,1,1,3,3,3,3,2,5,2,4,4,2,1,2,"2025-01-06 13:07:20",3,2,3,3,3,2,2,3,2,2,2,"2025-01-06 13:08:24",2,5,2,4,3,5,4,5,5,3,2,"2025-01-06 13:12:03",3,3,5,2,5,4,4,2,4,4,4,2,3,4,2,3,1,2,3,2,2,1,4,4,5,1,3,3,3,5,1,3,2,3,2,3,5,3,2,4,4,3,4,2,5,3,1,4,2,5,3,3,4,1,5,2,2,4,3,2,2,"2025-01-06 13:13:47"," +1",0," -1"," -2",0," -2"," +1"," +2"," +2"," -1"," +1"," +1"," -2"," -2"," -2"," -2",2,"2025-01-06 13:14:04",4,4,4,4,4,2,"2025-01-06 13:15:59",2,3,3,2,3,3,1,2,3,4,2,2,3,3,2,2,2,3,2,3,1,1,2,1,1,3,3,1,1,2,2,"2025-01-06 13:17:04",3,4,4,4,3,4,3,4,4,1,3,3,4,2,"2025-01-06 13:18:08",3,3,3,4,3,3,4,2,1,3,2,"2025-01-06 13:18:45",1,0,1,0,0,0,1,0,0,2,"2025-01-06 14:05:52",0,,0,,1,,"Mir viel sie am leichtesten/ entspanntesten ",0,,0,,,,2,B24T12_2025-01-06_13h26.35.780.csv,B24T12_ER.csv,"VP wollte darauf hingewiesen werden, ob Spinnen in den emotionalen Bildern vorkommen",2
B26D04,,B26D04,KC,1,2,"2024-11-07 15:05:52",23,2,1,Studentin,0,2,"2024-11-07 15:07:35",3,2,5,4,3,2,1,3,1,1,3,2,4,1,3,3,2,3,4,2,2,"2024-11-07 15:09:27",2,3,4,3,2,2,1,4,2,2,2,"2024-11-07 15:11:20",5,2,5,3,3,2,7,6,3,7,2,"2024-11-07 15:14:57",4,3,4,2,2,4,5,4,3,5,2,4,3,5,5,2,2,3,4,5,4,3,4,1,3,2,1,4,2,2,2,4,4,5,5,2,5,4,4,4,3,3,4,2,2,4,3,3,2,3,2,4,3,3,2,4,3,2,3,2,2,"2024-11-07 15:16:59"," -1"," +2"," -1"," -1"," +1"," +1"," -1"," -2"," -3"," -2"," -3",0,0," +1"," -3"," -3",2,"2024-11-07 15:17:26",3,2,3,4,4,2,"2024-11-07 15:19:24",3,3,3,2,2,4,3,2,2,1,2,3,3,3,3,4,2,2,3,3,4,4,1,3,4,4,1,2,3,2,2,"2024-11-07 15:20:24",2,5,3,3,4,2,5,1,1,3,3,4,2,2,"2024-11-07 15:21:35",3,3,3,3,3,3,4,2,3,2,2,"2024-11-07 15:22:18",1,1,0,2,1,2,2,1,0,2,"2024-11-07 16:21:29",1,"Mich Beschäftigten die wortlänge, kürzere Wörter habe ich ganz gelesen.  Außerdem haben sich teilweise Sätze ergeben. ""Nazi(s) schlagen"" beides in blau. Waren in grün außerdem eher positive Wörter?",0,,1,,"Es viel mir am leichtesten, mich so nicht schuldig zu fühlen, dass ich privilegiert zuhause sitze. So konnte ich die emotionale Belastung minimieren und habe nicht noch neben den Reaktionen aufs Bild, Reaktionen auf meine Reaktion und Strategie gehabt.",1,"Es gibt sehr viele Medien. Nicht nur Papier und pc, auch noch Tablett und was vorher ausgedrucktes (Anleitung die zum nachlesen immer da war) kannte ich so noch nicht ",1,"Die Farb-Text-Aufgaben",2,4.0,2,B26D04_2024-11-07_14h08.35.266.csv,B26D04_ER.csv,keine,2
B27E09,,B27E09,LL,1,2,"2024-11-12 15:22:04",39,2,3,"Wissenschaftliche Mitarbeiterin",0,2,"2024-11-12 15:24:25",5,3,3,3,3,2,3,1,1,3,2,3,2,2,3,4,4,4,4,4,2,"2024-11-12 15:26:11",2,3,4,2,2,2,2,4,2,1,2,"2024-11-12 15:27:26",3,3,3,6,6,7,2,3,3,2,2,"2024-11-12 15:31:52",4,4,4,2,1,3,4,2,2,5,3,3,3,4,2,4,2,2,4,5,3,2,3,1,4,2,4,3,2,3,4,4,5,4,4,3,4,4,4,2,4,3,4,1,4,3,2,4,1,1,2,4,4,4,3,3,4,2,4,2,2,"2024-11-12 15:34:01"," +2",0," +1",0," +1"," +1"," -1"," +1"," -2"," +1"," -1"," -2"," -1"," -2"," -3"," +1",2,"2024-11-12 15:34:30",1,1,3,2,4,2,"2024-11-12 15:37:06",4,3,1,2,2,3,3,2,2,4,1,2,3,2,2,3,3,2,2,2,2,1,3,1,1,3,2,1,3,2,2,"2024-11-12 15:38:13",2,4,3,2,3,3,4,3,4,2,3,4,3,2,"2024-11-12 15:39:23",3,3,2,3,3,2,2,3,2,3,2,"2024-11-12 15:40:33",2,2,1,1,3,3,1,0,0,2,"2024-11-12 16:34:50",0,,0,,0,"Eigentlich ja, aber ich bin mir unsicher, ob ich etwas durcheinander gebracht hatte.","Weil sie mir leicht fällt.",0,,0,,,,2,B27E09_2024-11-12_15h01.10.759.csv,B27E09_ER.csv,"keine Vorkommnisse",2
B30L07,,B30L07,LL,1,2,"2024-11-18 08:31:20",19,2,3,"Studentin ",0,2,"2024-11-18 08:32:46",3,3,4,2,1,2,1,1,1,3,2,2,3,3,3,4,2,3,4,4,2,"2024-11-18 08:33:48",4,2,3,3,3,3,3,2,2,3,2,"2024-11-18 08:35:03",4,6,4,5,3,5,4,3,3,3,2,"2024-11-18 08:38:12",2,4,5,3,3,2,5,5,2,4,4,3,2,3,3,5,1,1,3,4,3,2,5,2,3,4,3,4,2,3,5,3,4,4,3,3,2,3,4,4,2,2,3,3,3,2,2,4,2,4,3,3,2,4,2,3,3,3,2,3,2,"2024-11-18 08:39:56"," +1"," +2"," +2"," -2"," +2"," -2"," -2"," -1",0," +1"," -1"," -1",0," +1"," -2"," -2",2,"2024-11-18 08:40:19",1,2,1,1,3,2,"2024-11-18 08:42:14",1,2,2,2,3,3,3,2,1,2,2,3,2,2,2,2,1,3,2,2,1,3,2,3,2,3,2,3,3,3,2,"2024-11-18 08:43:16",2,4,3,1,4,3,5,2,2,5,3,3,3,2,"2024-11-18 08:44:07",2,2,2,3,3,2,3,2,3,2,2,"2024-11-18 08:45:25",2,2,2,2,2,2,2,1,0,2,"2024-11-18 09:33:33",1,"Manchmal drückt man die falsche Taste, obwohl die Farbe erkannt wird. Die Finger sind quasi schneller als der Kopf.",1,"Die Strategie Ablenken war sowohl am anstrengendsten und hat nicht immer allzu gut funktioniert. Man musste sich immer wieder darauf fokussieren, sich abzulenken.",1,,"Die Strategie fiel mir am einfachsten, war gleichzeitig aber auch mit am effektivsten.",0,,0,,,,2,B30L07_2024-11-18_08h48.00.236.csv,B30L07_ER.csv,"keine Vorkommnisse",2
C06A03,,C06A03,LL,1,2,"2024-11-12 13:29:17",23,1,3,Student,0,2,"2024-11-12 13:30:52",5,3,4,5,2,5,1,2,1,5,5,2,5,1,4,2,5,5,2,1,2,"2024-11-12 13:32:46",2,4,3,1,2,2,2,4,3,3,2,"2024-11-12 13:34:52",7,6,4,4,5,4,5,4,6,4,2,"2024-11-12 13:38:35",4,5,3,4,3,5,5,2,4,5,2,3,5,2,5,4,1,4,3,4,4,2,3,5,2,2,4,2,5,1,4,5,3,4,5,2,2,5,3,4,5,2,5,4,1,4,1,2,3,2,2,4,5,2,2,5,5,2,2,5,2,"2024-11-12 13:40:28"," +3",0," +1"," -2"," +3",0," -1"," -1"," -3"," +1"," -2"," -1"," -2"," -2"," -3"," -3",2,"2024-11-12 13:40:51",4,3,4,3,4,2,"2024-11-12 13:43:45",4,1,2,2,1,4,4,4,4,2,1,4,4,1,3,1,2,1,3,4,1,4,2,3,3,3,3,3,3,3,2,"2024-11-12 13:45:03",5,4,5,2,2,5,2,4,4,2,5,3,2,2,"2024-11-12 13:46:04",4,4,3,3,3,3,3,3,2,4,2,"2024-11-12 13:47:24",1,1,2,1,1,1,1,0,0,2,"2024-11-12 14:35:10",0,,0,,1,,"Distanzieren hat für mich am besten geklappt, daher habe ich es für den letzten Durchlauf gewählt.",0,,0,,,,2,C06A03_2024-11-12_13h19.49.694.csv,C06A03_ER.csv,"keine Vorkommnisse",2
C15T09,,C15T09,MS,1,2,"2024-11-04 15:06:57",22,2,3,"Psychologie Studium",0,2,"2024-11-04 15:08:45",4,3,4,4,2,3,1,1,1,3,3,3,3,1,3,2,4,3,3,2,2,"2024-11-04 15:10:48",2,2,3,2,2,2,2,3,3,1,2,"2024-11-04 15:12:05",3,5,5,1,6,3,5,6,5,5,2,"2024-11-04 15:16:24",4,4,3,3,1,3,5,4,2,4,2,4,3,4,4,2,2,2,4,5,3,2,3,4,1,2,2,2,2,2,2,3,4,4,5,2,2,4,2,4,4,3,4,2,2,3,1,3,2,2,3,4,3,2,2,4,3,2,4,4,2,"2024-11-04 15:18:22"," +1"," -1"," -2"," -2"," +1"," +1"," -1"," -1"," -3"," +1"," -2"," -1"," -1"," -3"," -1",0,2,"2024-11-04 15:18:55",3,3,2,2,4,2,"2024-11-04 15:21:17",2,2,1,2,2,2,2,3,3,3,2,3,2,2,2,1,4,2,3,2,1,3,2,2,2,3,2,2,3,2,2,"2024-11-04 15:22:07",3,4,4,2,4,3,5,4,4,2,3,4,5,2,"2024-11-04 15:23:05",3,2,3,3,3,3,2,2,3,2,2,"2024-11-04 15:23:59",1,1,0,1,1,0,1,0,0,2,"2024-11-04 16:11:14",0,,0,,1,,"Da sie effektiv war und nicht viel Anstrengung erzeugt hat",0,,0,,,,2,C15T09_2024-11-04_15h22.32.818.csv,C15T09_ER.csv,"keine Auffälligkeiten",2
C18T06,,C18T06,KC,,2,"2024-10-21 09:53:21",20,2,3,Vollzeit-Studium,0,2,"2024-10-21 09:57:13",1,1,2,4,2,4,5,1,1,2,4,3,5,2,1,3,4,3,4,3,2,"2024-10-21 10:00:34",2,4,4,3,2,1,2,2,3,1,2,"2024-10-21 10:02:48",6,2,5,1,7,2,6,7,4,6,2,"2024-10-21 10:08:29",4,5,4,3,2,3,4,4,3,5,2,4,1,3,3,3,2,2,2,5,4,2,5,4,4,3,2,3,4,2,3,3,5,5,5,4,2,2,1,3,3,2,4,3,1,4,2,4,2,2,4,4,3,2,4,3,5,2,2,4,2,"2024-10-21 10:11:43"," +1"," -1"," -2",0," +2"," +3"," +1"," -1"," +2"," +3",0," -3"," -1"," -2"," -1"," +2",2,"2024-10-21 10:12:28",4,2,4,1,4,2,"2024-10-21 10:16:02",2,1,2,1,2,3,2,2,3,2,1,3,1,3,2,3,4,2,3,2,1,3,2,3,1,3,3,2,3,2,2,"2024-10-21 10:17:20",2,4,4,3,5,3,4,2,4,2,4,4,3,2,"2024-10-21 10:19:07",3,3,2,2,3,3,2,3,1,2,2,"2024-10-21 10:20:16",0,0,1,1,1,0,1,0,0,2,"2024-10-21 11:14:54",0,,0,,1,,"Weil ich das Gefühl hatte, dass sie für mich mit dem wenigsten Aufwand funktioniert und trotzdem wirksam ist.",0,,0,,,,2,C18T06_2024-10-21_09h26.23.988.csv,C18T06_ER.csv,,2
